"No_Exercise","Few_Fruit_Veg","Obesity","High_Blood_Pres","Smoker","Diabetes","Uninsured","Elderly_Medicare","Disabled_Medicare","Prim_Care_Phys_Rate","Dentist_Rate","Community_Health_Center_Ind","HPSA_Ind"
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.3,8323,6093,1295,37,28.8,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2547,1733,409,34.9,7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3197,2647,377,13.4,33.6,2,2
28.6,76.8,30.9,28.6,23.8,9.4,66072,33835,6314,96.7,40,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1619,1010,109,42.6,42.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,472,334,31,0,0,2,1
26.3,76.4,31.6,-1111.1,32.3,10,12108,10928,2113,27.1,29.4,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.3,5356,3980,515,43.7,32.8,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.7,3291,3233,565,34.8,17.4,2,1
26.5,70.8,23.8,18.7,22.5,7.5,12466,9353,1225,28.2,18.5,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2298,1161,112,30.8,20.5,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3365,1627,254,44.1,12.6,1,2
-1111.1,88.4,25.4,-1111.1,26.3,9,6404,12665,1649,47.2,15,2,1
30.6,82,17.8,24,26.7,8.3,23372,20307,3091,139.3,38.4,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2342,1277,115,13,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1706,1387,251,8.8,8.8,2,1
23.7,79.4,30.7,27.1,22.7,7.8,14183,4613,378,75.4,41.8,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,673,315,52,66.8,33.4,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,835,721,89,33,0,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2999,2559,436,22.1,29.5,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3269,1591,259,43,25.8,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1571,1301,174,26.2,26.2,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,75,-2222,-2222,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3238,2468,379,6.2,18.5,1,1
-1111.1,-1111.1,-1111.1,-1111.1,10.5,3.5,5844,4013,495,55.6,28.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2228,2097,259,36.4,18.2,2,1
-1111.1,-1111.1,27.3,-1111.1,19.2,4.7,7542,5761,900,41.7,22.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1682,2804,458,19.2,28.8,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1673,1627,325,44.9,33.7,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4126,2524,519,8.1,12.1,2,1
29.1,-1111.1,28.9,-1111.1,20.1,10.4,13954,7673,1416,24.6,26,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1348,1048,99,0,16.5,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,638,403,60,36.5,0,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2631,2406,301,67.8,37,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,612,581,56,63.2,31.6,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.2,5078,3904,742,45.5,15.2,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,620,389,24,33.3,0,2,1
33.2,78,28.1,27.7,21,9.6,29066,25094,3865,120.2,45.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1145,843,103,79.2,13.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,20668,5260,936,21.3,3.3,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1872,1559,218,52.3,31.4,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,239,164,18,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,283,361,23,72.9,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,722,493,53,47.5,23.7,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1720,1367,128,25.5,25.5,1,1
24.9,77.2,22.6,25.2,21.2,6.9,233178,122287,18859,57.1,35.2,1,2
22.8,79.5,27,30.8,23,9.9,21022,16181,2664,81.6,49.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,261,212,22,0,0,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2847,1828,229,40.3,8.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,280,340,30,61.8,0,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5641,3256,485,57.7,37.4,2,2
25.1,80.1,19.8,-1111.1,19.2,4.9,18827,13937,2196,64.7,40.5,1,2
19.2,73.1,18.7,16.3,19.6,5.8,116218,55548,9630,97.4,45.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2599,2889,447,20.9,20.9,2,1
-1111.1,-1111.1,12.1,-1111.1,16.5,2.1,3225,3315,605,29.1,29.1,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.1,6277,5522,978,26.4,10.6,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,689,459,71,65.4,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7199,3435,487,40.8,22.3,1,2
-1111.1,-1111.1,-1111.1,-1111.1,14.8,15.7,11793,4233,546,50.4,16.8,1,2
26.6,-1111.1,20,-1111.1,24.3,5.7,7796,7403,1159,9.5,21,2,1
30.9,-1111.1,30.3,-1111.1,28.7,11.4,15461,10257,1710,85.2,38.5,2,2
23.7,-1111.1,24.4,-1111.1,22,8.2,7862,5419,697,43,43,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6090,2794,427,14.4,14.4,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1878,1516,262,29.3,19.5,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.5,3888,4911,673,60.3,38.1,2,2
29.9,78.1,23.8,14.1,24.3,6.8,62201,16045,2284,41.8,10.7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,15.6,11.8,7845,5636,679,57.8,45.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,871,1041,111,104.2,41.7,2,2
28.8,84.3,26.7,28.9,20.6,7.7,18033,16858,2605,105.6,59.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2572,2175,361,72,28.8,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6140,2250,371,24.5,14.7,1,2
22.3,75.8,22.3,19.1,19.9,5.1,32417,19823,2372,52.5,15.6,1,2
21.1,-1111.1,-1111.1,-1111.1,19.3,5.8,5454,3318,588,24,13.3,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1305,934,155,29.9,29.9,2,1
26.6,-1111.1,28,-1111.1,23.4,8.3,7423,4992,780,26.5,15.9,2,2
26.3,81.4,24.8,-1111.1,26.9,9.2,6330,7518,1040,41.6,19.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1694,855,121,27,13.5,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3261,3408,439,61.1,44.4,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3605,1200,173,29.9,7.5,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4137,1335,287,25.4,8.5,1,1
26.5,-1111.1,17.1,-1111.1,13.2,3.5,958,828,104,64.5,32.2,2,2
19.3,86.7,26,27.6,10.7,4.7,5413,4749,509,40.9,47.4,1,2
16.5,77.2,18.4,15.8,6.2,5,13809,6835,704,51,51,2,2
26.3,84.2,22.1,29.1,19.4,6.6,3218,2706,587,61.7,56.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,122,-2222,-2222,0,0,2,1
14.8,80.2,19.7,18,9.7,4.9,25115,18425,2144,56.7,38.4,2,2
24.9,85.8,24.5,27.4,19.6,5.8,2816,1644,332,71.6,39.1,2,2
21.5,81.6,23.6,21.7,19.6,5.2,1697,1131,222,0,9.3,1,1
-1111.1,-1111.1,16.8,-1111.1,-1111.1,4.8,956,712,67,22.4,44.7,1,2
19.9,72.3,17.6,23.9,22.9,7.1,1687,1046,165,125.8,45.8,2,2
18.3,79.8,17.8,27.9,15.3,5.8,6802,3391,556,36.5,44.4,1,2
22.6,88.3,24.8,-1111.1,17.5,5.4,1220,828,139,54.9,21.9,2,2
14.2,-1111.1,-1111.1,-1111.1,18.8,5.1,1127,1066,112,64.5,16.1,2,2
26.5,84.7,22.9,27.1,12.3,6,2387,1436,168,73.3,65.1,2,1
11.4,-1111.1,-1111.1,-1111.1,10.2,3.3,643,717,47,63.2,12.6,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,341,272,32,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,319,262,20,0,0,1,1
17.3,78.6,20.1,20.2,13.6,5.2,129028,72189,11102,98.8,52.8,1,2
22.1,81.5,19.3,23.4,8.3,5.7,2819,1075,189,42.5,42.5,1,1
18.7,81.2,19.4,22.9,10.7,6.1,4685,2441,365,62.4,41.6,2,2
24.4,86.4,20.4,23.7,15.5,4.1,3222,2516,347,36.1,56.7,2,2
12.9,73.9,10.2,14.3,8.7,2.4,4433,1655,170,125.7,28.6,2,2
22.4,81.9,25.2,26.5,16.9,7.6,5555,3033,454,31.2,17.5,2,1
24.7,81.5,24.5,20.1,20.1,7.1,4626,2506,413,40.7,25.9,2,2
16.1,79.3,18.5,15.7,6.3,4.7,54327,24572,3676,51.2,37,1,2
17,75.9,18.1,22.9,9.3,3.5,2114,1342,170,36.9,42.2,2,2
17.3,75.3,19.3,21.7,9.9,5.4,16267,14795,1424,51.3,47.1,1,2
-1111.1,-1111.1,14.4,-1111.1,7.4,4.9,626,370,32,0,40.8,1,2
20.1,81.3,21.8,20,14.6,5.7,26123,20295,2864,59.8,61.7,1,2
18.6,68.8,19.7,24.8,19.5,5.8,3220,4013,581,124.4,27.1,2,2
21.4,71.4,19.2,25.7,19.5,6.9,3494,5878,1043,127,73,2,2
21.8,73.2,21.1,25.4,21.4,6,3349,4182,788,88.7,49.3,1,2
14.9,66.3,15.8,20,17.1,4.2,10177,14577,2501,240,68.2,1,2
26,73.9,22.1,19.8,26.2,7.3,793,1056,266,45.4,30.3,1,2
24.1,76.1,22.6,23.4,24,6.3,4252,4769,1062,60.5,27.1,1,2
18.4,69.2,21.3,26.9,15.3,4.2,598,919,143,51.9,13,1,2
18.3,64.1,20,21.2,19.7,5.8,2485,2803,510,114.3,49,2,2
21.4,69,19.9,23.2,20.6,5.5,2724,3588,656,85.4,30.7,2,2
24.6,72.4,21.5,26.2,22.9,7.5,3631,4022,861,97.7,18.1,1,2
21.4,74.2,21.6,24.1,22.8,6.3,5715,9567,2071,89.4,61.2,1,2
18.5,69.7,19.3,22,20.9,6,5473,7669,1556,107.6,55.5,2,2
18.7,66.5,18.6,23.6,19.9,4.8,4064,5971,1207,126.9,56.6,2,2
18.7,68.3,18.4,22.9,19.5,5.1,4933,9018,1396,156.8,56.9,2,2
33.3,76.2,26,28.5,21.3,12.7,7795,5936,968,30.4,22.8,1,1
18.3,64.9,16.5,24.2,17.1,4.4,7878,8155,845,211.6,54,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.8,1490,1599,357,59.8,0,2,2
-1111.1,87.7,-1111.1,-1111.1,-1111.1,7.5,1291,1455,316,8.1,16.3,1,1
27.4,-1111.1,-1111.1,-1111.1,27.4,15.5,3570,4276,934,31.1,18.7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.7,1614,1882,360,21.5,14.3,2,1
12.2,66.6,13.6,17.1,15.4,5.2,21924,16022,1361,127.6,57.7,2,2
23.5,74.2,27.5,24.4,21.2,5,6300,5722,1099,64.5,7.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,401,974,134,60.8,40.5,1,1
22,75.2,27.6,26.6,24.3,9.8,5229,8394,1591,61.3,12.3,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,480,999,353,14.4,43.2,1,1
28.5,-1111.1,27.1,27.8,15.1,7.7,2003,4046,745,46.8,62.4,2,2
-1111.1,-1111.1,-1111.1,-1111.1,19.6,19.1,2256,2516,605,16.7,11.2,1,1
-1111.1,78.6,32.8,32.7,22.2,8.2,4059,3306,3584,32.3,16.2,1,1
23.8,-1111.1,-1111.1,-1111.1,-1111.1,12.8,1684,1690,384,24.9,24.9,1,2
27.1,-1111.1,30.8,27.8,25,9.2,5623,5309,1309,19.1,19.1,1,2
-1111.1,-1111.1,-1111.1,20.5,-1111.1,2.3,2530,2673,582,11.7,15.6,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.6,4035,3773,1053,30.6,27.2,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,829,721,177,14,0,1,1
-1111.1,-1111.1,-1111.1,-1111.1,17.7,9.2,1838,2665,558,48.4,16.1,1,2
19.3,72,24.8,25.5,18.1,5.5,25568,21173,3499,102.5,64.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1043,1720,170,49.3,21.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,441,608,182,0,19.4,1,1
30.4,79.4,24.2,29.6,20.8,8.3,3904,4358,753,42.3,25.9,2,2
15.2,-1111.1,15,-1111.1,-1111.1,3.8,1295,850,188,21.3,10.7,2,2
25.3,-1111.1,-1111.1,-1111.1,-1111.1,6.9,2375,2162,1742,49.3,12.3,1,1
34.8,83.5,33.4,32.2,32.5,11.6,2457,2315,819,27.6,7.9,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1356,1554,291,66.7,76.2,2,2
14.6,71.5,15.1,19.4,14.7,3.6,119712,61855,4805,129.7,57.7,2,2
22.2,67.8,22.2,32.6,21.4,7.5,4752,5934,707,47.7,30.8,2,2
-1111.1,-1111.1,20,-1111.1,-1111.1,11.9,1632,2001,394,27.3,20.5,2,2
15.3,-1111.1,16.6,-1111.1,9.4,3.4,1903,3103,399,84.8,12.1,2,2
20.9,83.5,29.2,25,31.2,7.5,5148,6189,1490,59.6,11.9,1,1
19.4,70.9,21.2,20.7,23.5,8.6,5452,6089,956,42,14.5,1,2
-1111.1,-1111.1,-1111.1,-1111.1,22.1,17.3,1523,2851,816,46.8,40.9,2,2
28.6,-1111.1,21.5,29.6,22.6,6.6,3722,4187,752,50.3,31.8,2,2
-1111.1,-1111.1,20.2,-1111.1,-1111.1,6.5,953,1887,264,77.5,31,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.5,2177,2462,618,12.2,24.4,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.5,1547,1527,304,11.5,0,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.6,1234,688,156,99.2,0,2,2
31.8,77.7,32,42.4,21.5,11.7,4807,6051,1616,52.4,27.6,1,1
18,72.8,21.7,23.1,25.1,5.8,6720,12113,1562,68.8,43.1,1,2
22.2,72.1,22.7,24,17,5.7,25103,26163,3538,159.3,73.4,2,2
29.7,83.9,22.6,27.3,29.1,8.9,8077,7319,2139,10.6,17.7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,357,507,65,80.8,0,1,1
22.5,77.8,28.1,22.4,17.4,6.3,3074,3753,743,41.9,12,2,2
12.1,-1111.1,18.6,22.5,15.1,3,4044,2282,285,146,55.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,833,940,177,44.1,14.7,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,12.2,1876,1658,272,14.5,9.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,16.3,8.1,1388,1667,298,33.9,27.2,1,2
-1111.1,-1111.1,-1111.1,-1111.1,9.3,5.4,1384,3457,254,207,34.5,2,2
39.4,81.8,29.9,-1111.1,35.3,10.9,4113,3459,1835,71.8,21.1,1,1
11.5,76.4,17.5,14.6,13.4,2.7,22067,10869,1111,66.9,23.5,2,2
28.1,-1111.1,-1111.1,-1111.1,-1111.1,8.7,2702,3423,775,30,13.3,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,15.9,1833,1650,344,37.9,15.2,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.9,1210,1649,242,44.8,22.4,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.5,884,1970,218,43.5,10.9,2,2
32.6,84.4,26.4,27.3,24.3,7.4,4688,5838,1180,79.9,24.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,990,2237,286,95.3,38.1,2,2
16.9,77,23.6,17.1,17.9,4.6,9215,7257,1607,73.5,28.5,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.5,1527,2738,468,59.6,19.9,1,2
21.2,-1111.1,-1111.1,-1111.1,-1111.1,5.8,1230,1717,323,37.3,24.8,2,2
-1111.1,-1111.1,22.8,-1111.1,21,9.9,2565,2553,390,155,22.1,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,14.4,1620,2840,262,69.9,31.1,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.2,2077,2618,503,147.8,38.6,1,2
30.1,-1111.1,24.5,-1111.1,26.4,5.1,2556,5341,725,72.7,19.8,2,2
23.1,-1111.1,21.4,22.4,-1111.1,7.3,2523,3533,732,37.8,21,2,1
-1111.1,-1111.1,13.7,-1111.1,21.4,8.9,2248,3158,688,26,15.6,2,1
32,80.1,30.9,32.2,27.3,10.6,6732,6786,1618,9.7,9.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.8,1508,2274,406,41.4,11.3,2,2
27.6,-1111.1,21.1,-1111.1,-1111.1,5.3,2297,3001,650,88,24.4,1,2
17.2,-1111.1,19.8,22.4,22.5,6,3459,1923,433,19.1,8.2,1,2
21.9,71.8,23.5,24,20.6,7.3,35630,12655,2015,44.5,25.8,2,2
40.2,80.4,31.9,34.9,32.5,8.3,3674,5040,1485,59.9,22.8,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,623,1236,169,41.3,0,2,2
-1111.1,-1111.1,26,26.5,14.8,10.5,961,1420,236,0,21.9,2,2
20.3,70.3,19.2,30.9,13.2,9.4,5656,5599,878,112.3,38.6,1,2
-1111.1,-1111.1,21.3,-1111.1,-1111.1,8.9,1727,2004,386,14.1,0,2,2
26.5,72.1,20.9,24.2,21.5,4.1,6935,8016,1225,26.7,19.6,2,2
29.9,76.9,29.8,36.3,28.6,7.7,3941,3502,2147,31.1,13.8,1,1
34.3,-1111.1,28.2,35.7,29.2,9,2653,3993,1325,34.8,13.1,1,1
-1111.1,-1111.1,-1111.1,-1111.1,19.7,8.5,3596,6296,747,58.7,30.6,2,2
31.2,-1111.1,22.8,-1111.1,-1111.1,6.1,3865,5406,1753,55.1,33.7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10,2055,1903,394,5.7,11.4,1,2
22.7,73.7,21.3,21.8,21.8,6.3,10193,4311,884,44.6,23.2,2,2
21.9,78.7,23.3,23.3,19.2,4.8,10379,4246,705,29.7,17,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,981,828,179,14.3,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1486,1836,417,8.3,8.3,1,1
30.9,79.2,25.9,34.5,26.3,8.9,5533,7306,3618,109.4,31.3,1,2
28.1,-1111.1,25.2,19.6,32,10.1,3344,3750,593,36.6,19.7,2,2
30.2,77.8,24.1,27.7,24.1,8.9,5261,6679,2030,86.4,34.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.5,2695,2995,420,11.6,11.6,1,2
32.8,79.5,31.4,34.2,28.3,14.6,5811,5623,3223,69.1,16.7,1,2
35.2,-1111.1,25.2,18.3,32.4,7.7,3012,4606,1424,70.4,38.7,1,2
17.4,-1111.1,16.7,21.4,10.9,6.2,5910,8085,825,111.7,59.9,2,2
18.6,67.6,15.9,18.4,18.6,7.6,17104,18039,1657,120.4,65.8,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,673,2981,554,0,112.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.7,2165,4619,1004,5.8,34.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,585,1229,299,46.6,77.7,2,2
18.6,-1111.1,11.7,21.2,14.2,6.8,4986,6402,1113,581.2,89,2,2
21,78.5,22.7,22.1,22.1,5.5,23324,18321,3558,101.4,36.5,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.9,1415,3482,458,125.2,108.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,727,2461,596,80.6,48.3,2,2
36.8,75,29.3,31.1,26.6,13.8,7390,10822,2434,114.9,73.7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,914,1570,384,0,71.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2719,9633,838,259.5,377.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1332,2821,155,315.4,213.3,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.9,1319,2019,443,197.8,69.8,2,2
15,-1111.1,24,16.3,-1111.1,3.7,2252,7782,1342,207.4,101.3,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.1,1142,2774,649,284.6,164.8,2,2
24.5,75.6,23.8,24.6,21.5,6.9,19461,15615,2966,52.2,48.8,1,2
20.5,-1111.1,14.7,-1111.1,11.1,1.9,5404,4040,469,168.2,76.7,2,2
31.6,-1111.1,25.8,-1111.1,31.2,9.9,3553,3416,717,92.6,57.3,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,319,2513,314,324.7,132.8,2,2
19.7,73.4,24,28.3,27.6,9.2,7774,12291,2675,158.3,89.6,1,2
13.2,-1111.1,16.6,19.7,21.3,10.3,4675,5452,1030,149.1,53.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1480,11,-2222,0,17.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2.8,2141,5260,1261,234.5,140.7,2,2
21.5,75.4,26,24.7,28.5,8.5,27552,17836,3666,91.2,59.5,1,2
23,75.1,24.9,26.5,21,6.6,41142,22937,4748,140.5,46.1,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,538,945,457,571.1,54.4,2,2
31.8,80.2,37.4,31.6,26,9.7,5890,6180,1736,92,76.7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,883,780,44,59.3,59.3,2,2
31,78,30.7,27.1,22.4,12,15188,12997,2745,68.9,43.9,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.7,1386,1878,340,171.5,54.9,2,2
26,69.6,24.8,26.6,26,8.2,32762,29914,6521,133.1,78.4,1,2
30.1,77.8,21,28.1,29.4,8.7,13355,19656,4234,163,52.9,2,2
25.6,-1111.1,23.7,19.7,-1111.1,6.9,1275,5597,915,170.4,105.5,2,2
20.7,-1111.1,-1111.1,-1111.1,-1111.1,8.4,2225,5684,1073,102.8,94.3,2,2
25.8,80.4,26.1,27,17.7,6.9,8171,7638,2068,108.9,25.3,1,2
19.8,75.3,19.5,20.6,21.5,5.1,52101,37466,5594,86.7,58.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10,2449,4740,852,79.9,70.5,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,959,6060,459,34,8.5,2,2
21.4,-1111.1,-1111.1,-1111.1,22.1,3.1,3100,4623,603,290.6,95.5,1,2
23.2,-1111.1,34.5,22.1,17.3,15.4,4102,1333,178,65.5,41.7,1,2
25.6,78.2,24.4,34.2,24.6,13,2790,3404,696,66.1,37.8,2,2
18.8,78.9,22.9,23.8,19.4,6.7,21657,15210,2550,69.6,35.5,1,2
21.4,77.7,21.1,27.6,18.7,6.2,13111,7047,923,118.9,58.7,1,2
21,73,22.4,27.8,20.4,6.3,8411,14698,1982,100.4,53.1,2,2
16.4,76.2,24.8,24.1,20.2,5.9,44458,35029,6282,72.1,35.7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,10.8,3,671,702,122,48.4,24.2,2,2
19.5,73.4,29.4,28,23.4,8,12393,12810,2638,81.2,37,1,2
19.3,79.6,20.1,24.5,21.2,5.1,6476,6469,892,25.7,28.6,2,2
24.1,-1111.1,19.6,-1111.1,-1111.1,11.2,1478,907,237,13.3,13.3,1,1
22.8,81.7,21.8,17.9,15,4.8,11896,4127,702,47.6,23.8,1,2
-1111.1,87.2,-1111.1,-1111.1,-1111.1,-1111.1,342,493,65,0,0,2,1
23.2,79.7,26,30.2,19.4,7.2,16410,9093,1603,56.6,20.9,1,2
22.6,80.9,29.1,33.8,26.6,11.3,10848,10589,2240,43.7,40.9,1,2
13.5,69.4,22.9,21.6,21,5.2,9165,8620,879,63.1,41.6,1,2
12.2,70.7,16.8,29.8,17.8,6.1,3599,5738,634,101.2,45.3,2,2
14.1,73.8,16.8,21.2,16,5.2,199182,178032,23849,143.4,77.1,1,2
14.7,72.9,24.6,25.2,21.1,7.5,26489,25087,4190,68.1,47,1,2
12.6,72.7,19.6,19.3,16.6,5.8,5136,3984,557,67.9,32.6,2,2
23.4,79.1,27.2,-1111.1,19.9,5.7,3264,2858,499,85.7,30.2,2,2
21.6,77.5,27.2,24.2,23,5.6,10823,10993,2157,62.1,30.4,1,2
24.2,-1111.1,22,27.2,24.5,4.5,1496,1989,248,48.2,48.2,2,2
22.6,75,26,33.9,25.6,10.1,6831,8651,1406,27.6,18.4,2,1
24,69.1,19.8,22.4,22,7.7,9088,5699,1121,93,50.3,1,2
22.7,74.3,34.9,39.2,27.4,8,3405,4595,688,23.2,23.2,1,2
23.7,86.5,21.3,32.2,23.1,8.8,2063,1813,496,47.3,31.6,1,1
17.7,77.1,23.9,24.7,22.5,7.2,89728,72266,14321,80.3,43.8,1,2
8.4,-1111.1,10.9,19.3,15.7,5.3,1759,2644,167,91.7,58.9,2,2
15.2,75.3,23.3,28.2,19,6.6,15918,15405,2057,95.4,49.5,1,2
19.8,81.3,19.7,20.2,19.1,4.1,1387,858,174,18.8,0,2,1
